               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.057715,            0.056345,                   0,              0.8579,             0.83829,             0.89913,             0.55264,             0.03185,            0.044053,                   0,           0.0033329,           0.0033329,            0.070004
                   1,            0.040011,            0.046133,                   0,             0.88859,             0.87671,             0.93592,             0.63035,            0.027585,            0.038823,                   0,           0.0066002,           0.0066002,            0.039938
